State,Name,Link,Address,Graduation Rate,SAT,AP,College Attendance,College Retention
connecticut,Connecticut River Academy,/connecticut/east-hartford/3223-Connecticut-River-Academy/,"One Riverside Dr, East Hartford, CT 06118",87,913,0,80,75
connecticut,Sports And Medical Sciences Academy,/connecticut/hartford/1645-Sports-And-Medical-Sciences-Academy/,"280 Huyshope Avenue, Hartford, CT 06106",92,957,10,76,79
connecticut,Greater Hartford Academy Of  The Arts - Full Time,/connecticut/hartford/3125-Greater-Hartford-Academy-Of--The-Arts---Full-Time/,"15 Vernon Street, Hartford, CT 06106",92,942,16,66,83
connecticut,Crec - Public Safety Academy Interdistrict Magnet,/connecticut/enfield/3149-Crec---Public-Safety-Academy-Interdistrict-Magnet/,"1617 King Street, Enfield, CT 06082",88,884,20,72,53
connecticut,Global Exp Magnet,/connecticut/bloomfield/3678-Global-Exp-Magnet/,"44 Griffin Road South, Bloomfield, CT 06002",Not available,966,0,80,85
connecticut,A. I. Prince Technical High School,/connecticut/hartford/2-A.-I.-Prince-Technical-High-School/,"401 Flatbush Avenue, Hartford, CT 06106",Not available,820,0,46,61
connecticut,Central High School,/connecticut/bridgeport/111-Central-High-School/,"1 Lincoln Boulevard, Bridgeport, CT 06606",76,886,4,62,74
connecticut,Danbury High School,/connecticut/danbury/205-Danbury-High-School/,"43 Clapboard Ridge Road, Danbury, CT 06811",81,946,21,70,87
connecticut,Francis T. Maloney High School,/connecticut/meriden/482-Francis-T.-Maloney-High-School/,"121 Gravel Street, Meriden, CT 06450",86,923,16,54,82
connecticut,Orville H. Platt High School,/connecticut/meriden/488-Orville-H.-Platt-High-School/,"220 Coe Avenue, Meriden, CT 06451",82,903,22,58,76
connecticut,New Haven Academy,/connecticut/new-haven/579-New-Haven-Academy/,"444 Orange Street, New Haven, CT 06511",76,922,11,75,83
connecticut,Hill Regional Career High School,/connecticut/new-haven/586-Hill-Regional-Career-High-School/,"140 Legion Avenue, New Haven, CT 06519",91,902,24,75,85
connecticut,High School in the Community,/connecticut/new-haven/588-High-School-In-The-Community/,"175 Water St, New Haven, CT 06511",67,911,15,64,76
connecticut,Torrington High School,/connecticut/torrington/935-Torrington-High-School/,"50 Major Besse Drive, Torrington, CT 06790",72,944,11,58,80
connecticut,West Haven High School,/connecticut/west-haven/1043-West-Haven-High-School/,"1 Mcdonough Plz, West Haven, CT 06516",85,921,12,66,76
connecticut,Windham High School,/connecticut/windham/1081-Windham-High-School/,"355 High Street, Windham, CT 06226",83,844,19,54,68
connecticut,Classical Magnet School,/connecticut/hartford/1764-Classical-Magnet-School/,"85 Woodland Street, Hartford, CT 06105",89,947,0,81,84
connecticut,Pathways Academy of Technology and Design,/connecticut/east-hartford/1765-Pathways-Academy-Of-Technology-And-Design/,"2 Pent Road, East Hartford, CT 06118",85,901,10,66,67
connecticut,Capital Preparatory Magnet School,/connecticut/hartford/1868-Capital-Preparatory-Magnet-School/,"1304 Main Street, Hartford, CT 06103",Not available,884,0,83,75
connecticut,Ib Global Communications Academy,/connecticut/hartford/3160-Ib-Global-Communications-Academy/,"85 Edwards Street, Hartford, CT 06120",92,811,28,85,73
connecticut,Quinebaug Valley Middle College High School,/connecticut/danielson/3166-Quinebaug-Valley-Middle-College-High-School/,"742 Upper Maple Street, Danielson, CT 06239",68,915,0,47,Not available
connecticut,Bassick High School,/connecticut/bridgeport/106-Bassick-High-School/,"1181 Fairfield Avenue, Bridgeport, CT 06605",58,778,3,50,65
connecticut,Harding High School,/connecticut/bridgeport/118-Harding-High-School/,"1734 Central Avenue, Bridgeport, CT 06610",62,782,3,46,64
connecticut,Hphs Law And Government Academy,/connecticut/hartford/3206-Hphs-Law-And-Government-Academy/,"55 Forest Street, Hartford, CT 06105",55,806,12,44,77
connecticut,Hphs Academy Of Engineering And Green Technology,/connecticut/hartford/3204-Hphs-Academy-Of-Engineering-And-Green-Technology/,"55 Forest Street, Hartford, CT 06105",60,778,0,40,78
connecticut,Journalism And Media High School,/connecticut/hartford/3202-Journalism-And-Media-High-School/,"150 Tower Avenue, Hartford, CT 06120",85,805,4,Not available,Not available
connecticut,Hphs Nursing Academy,/connecticut/hartford/3201-Hphs-Nursing-Academy/,"55 Forest Street, Hartford, CT 06105",67,787,7,34,59
connecticut,New Britain High School,/connecticut/new-britain/553-New-Britain-High-School/,"110 Mill Street, New Britain, CT 06051",77,865,14,52,72
connecticut,James Hillhouse High School,/connecticut/new-haven/591-James-Hillhouse-High-School/,"480 Sherman Parkway, New Haven, CT 06511",72,808,9,58,65
connecticut,Wilbur Cross High School,/connecticut/new-haven/607-Wilbur-Cross-High-School/,"181 Mitchell Drive, New Haven, CT 06511",81,890,15,60,71
connecticut,New London High School,/connecticut/new-london/626-New-London-High-School/,"490 Jefferson Avenue, New London, CT 06320",65,815,14,57,76
connecticut,Crosby High School,/connecticut/waterbury/980-Crosby-High-School/,"300 Pierpont Road, Waterbury, CT 06705",66,801,7,56,71
connecticut,John F. Kennedy High School,/connecticut/waterbury/988-John-F.-Kennedy-High-School/,"422 Highland Avenue, Waterbury, CT 06708",75,837,12,56,67
connecticut,Wilby High School,/connecticut/waterbury/997-Wilby-High-School/,"568 Bucks Hill Road, Waterbury, CT 06704",74,807,12,54,59
connecticut,Culinary Arts Academy,/connecticut/hartford/3150-Culinary-Arts-Academy/,"85 Sigourney Street, Hartford, CT 06105",72,785,0,45,74
connecticut,High School Inc.,/connecticut/hartford/3199-High-School-Inc./,"875 Asylum Avenue, Hartford, CT 06105",80,817,0,60,68
connecticut,Alternative Center For Excellence,/connecticut/danbury/219-Alternative-Center-For-Excellence/,"26 Locust Avenue, Danbury, CT 06810",Not available,800,0,39,Not available
connecticut,Briggs High School,/connecticut/norwalk/668-Briggs-High-School/,"350 Main Avenue, Norwalk, CT 06851",Not available,803,0,23,Not available
connecticut,Stevens Alternate High School,/connecticut/east-hartford/1856-Stevens-Alternate-High-School/,"40 Butternut Drive, East Hartford, CT 06118",Not available,729,0,19,Not available
connecticut,Two Rivers Magnet High School,/connecticut/hartford/3696-Two-Rivers-Magnet-High-School/,"160 Huyshope Avenue, Hartford, CT 06106",Not available,982,15,72,69
connecticut,Capitol Community College Magnet Academy,/connecticut/hartford/3793-Capitol-Community-College-Magnet-Academy/,"950 Main Street, Hartford, CT 06103",Not available,947,0,71,50
